1054	S. Fischer Verlag	1912	Berlin	NaN	Hartleben, Otto Erich	Die Serenyi und andere Novellen	NaN
1055	S. Fischer Verlag	1912	Berlin	NaN	Hjörleifsson, Einar	Die Übermacht	Roman
1056	S. Fischer Verlag	1912	Berlin	NaN	Wassermann, Jakob	Die ungleichen Schalen	5 einaktige Dramen
1057	S. Fischer Verlag	1912	Berlin	5. Taus.	Jensen, Johannes V.	"Die Welt ist tief ..."	Novellen
1058	S. Fischer Verlag	1912	Berlin	NaN	Reuter, Gabriele	Ellen von der Weiden	Roman
1060	S. Fischer Verlag	1912	Berlin	NaN	Schnitzler, Arthur	Frau Berta Garlan	Novelle
1061	S. Fischer Verlag	1912	Berlin	8. Aufl.	Hauptmann, Gerhart	Gabriel Schillings Flucht	Drama
1062	S. Fischer Verlag	1912	Berlin	Neue gänzl. umgearb. Ausg., 6. Aufl.	Schlenther, Paul	Gerhart Hauptmann	Leben u. Werke
1063	S. Fischer Verlag	1912	Berlin	NaN	Hauptmann, Gerhart	Gesammelte Werke in 6 Bdn	NaN
1064	S. Fischer Verlag	1912	Berlin	NaN	Hauptmann, Gerhart	Gesammelte Werke in 6 Bdn	NaN
1065	S. Fischer Verlag	1912	Berlin	NaN	Hauptmann, Gerhart	Gesammelte Werke in 6 Bdn	NaN
1066	S. Fischer Verlag	1912	Berlin	NaN	Hauptmann, Gerhart	Gesammelte Werke in 6 Bdn	NaN
1067	S. Fischer Verlag	1912	Berlin	NaN	Hauptmann, Gerhart	Gesammelte Werke in 6 Bdn	NaN
1068	S. Fischer Verlag	1912	Berlin	NaN	Hauptmann, Gerhart	Gesammelte Werke in 6 Bdn	NaN
1069	S. Fischer Verlag	1912	Berlin	NaN	Wassermann, Jakob	Hockenjos	Ein Akt
1070	S. Fischer Verlag	1912	Berlin	18. Aufl.	Kellermann, Bernhard	Ingebørg	Roman
1071	S. Fischer Verlag	1912	Berlin	NaN	Schnitzler, Arthur	Professor Bernhardi	Komödie in 5 Akten
1072	S. Fischer Verlag	1912	Berlin	NaN	Nansen, Peter	Theater	NaN
1073	S. Fischer Verlag	1912	Berlin	3. Taus.	Bang, Herman	Tine	Roman
1074	S. Fischer Verlag	1912	Berlin	NaN	Michaëlis, Karin	Treu wie Gold	Roman ; [Autor. Übertragg aus d. Dän.]
944	S. Fischer Verlag	1913	Berlin	NaN	Shaw, Bernard	Androklus und der Löwe	Ein Märchenspiel in 3 Akten
945	S. Fischer Verlag	1913	Berlin	23. Aufl.	Hauptmann, Gerhart	Atlantis	Roman
946	S. Fischer Verlag	1913	Berlin	NaN	Hesse, Hermann	Aus Indien	NaN
949	S. Fischer Verlag	1913	Berlin	6. Aufl.	Ludwig, Emil	Bismarck	Ein psycholog. Versuch
950	S. Fischer Verlag	1913	Berlin	Neubearb. Ausg.	Hegeler, Wilhelm	Das Ärgernis	Roman
951	S. Fischer Verlag	1913	Berlin	NaN	Kolb, Annette	Das Exemplar	Roman
952	S. Fischer Verlag	1913	Berlin	NaN	Bahr, Hermann	Das Hermann-Bahr-Buch	[Auszüge aus seinen Schriften] ; Zum 19. Juli 1913 hrsg.
953	S. Fischer Verlag	1913	Berlin	13. Aufl.	Kellermann, Bernhard	Das Meer	Roman
954	S. Fischer Verlag	1913	Berlin	NaN	Auernheimer, Raoul	Das Paar nach der Mode	Wiener Lustspiel in 3 Akten
955	S. Fischer Verlag	1913	Berlin	NaN	Bahr, Hermann	Das Phantom	Komödie in 3 Akten
956	S. Fischer Verlag	1913	Berlin	(2. Aufl.)	Bahr, Hermann	Das Phantom	Komödie in 3 Akten
